citation,title,doi,year,veg_system_id,region,growth_forms,disturbance_type,response_category,scale,scale_detail,var_Condition,var_Diversity,var_Growth,var_Phenology,var_Physiology,ci_U,ci_D,ci_SE,ci_SD,ci_SQ,ci_SR,ci_overall
"Granda, E., Alla, A. Q., Laskurain, N. A., Loidi, J., Sánchez-Lorenzo, A., & Camarero, J. J. (2018). Coexisting oak species, including rear-edge populations, buffer climate stress through xylem adjustments. Tree Physiology, 38(2), 159–172. https://doi.org/10.1093/treephys/tpx157","Coexisting oak species, including rear-edge populations, buffer climate stress through xylem adjustments",10.1093/treephys/tpx157,2018,Mediterranean oak forest,Mediterranean Basin,Trees,Climatic variation,Growth,Species,Quercus robur,,,I,,,9,10,6,6,6,1,19
"Granda, E., Alla, A. Q., Laskurain, N. A., Loidi, J., Sánchez-Lorenzo, A., & Camarero, J. J. (2018). Coexisting oak species, including rear-edge populations, buffer climate stress through xylem adjustments. Tree Physiology, 38(2), 159–172. https://doi.org/10.1093/treephys/tpx157","Coexisting oak species, including rear-edge populations, buffer climate stress through xylem adjustments",10.1093/treephys/tpx157,2018,Mediterranean oak forest,Mediterranean Basin,Trees,Climatic variation,Growth,Species,Quercus pyrenaica,,,I,,,9,10,6,6,6,1,19
"Herrero, A., & Zamora, R. (2014). Plant Responses to Extreme Climatic Events: A Field Test of Resilience Capacity at the Southern Range Edge. PLOS ONE, 9(1), e87842. https://doi.org/10.1371/journal.pone.0087842",Plant Responses to Extreme Climatic Events: A Field Test of Resilience Capacity at the Southern Range Edge,10.1371/journal.pone.0087842,2014,Mixed forest,Mediterranean Basin,"Trees, Shrubs",Drought,Growth,GrowthForm,Trees,,,I,,,8,5,5,1,6,1,13
"Herrero, A., & Zamora, R. (2014). Plant Responses to Extreme Climatic Events: A Field Test of Resilience Capacity at the Southern Range Edge. PLOS ONE, 9(1), e87842. https://doi.org/10.1371/journal.pone.0087842",Plant Responses to Extreme Climatic Events: A Field Test of Resilience Capacity at the Southern Range Edge,10.1371/journal.pone.0087842,2014,Mixed forest,Mediterranean Basin,"Trees, Shrubs",Drought,Growth,Species,Pinus sylvestris,,,"I, NL",,,8,5,5,1,6,1,13
"Herrero, A., & Zamora, R. (2014). Plant Responses to Extreme Climatic Events: A Field Test of Resilience Capacity at the Southern Range Edge. PLOS ONE, 9(1), e87842. https://doi.org/10.1371/journal.pone.0087842",Plant Responses to Extreme Climatic Events: A Field Test of Resilience Capacity at the Southern Range Edge,10.1371/journal.pone.0087842,2014,Mixed forest,Mediterranean Basin,"Trees, Shrubs",Drought,Growth,Species,Pinus nigra,,,I,,,8,5,5,1,6,1,13
"Herrero, A., & Zamora, R. (2014). Plant Responses to Extreme Climatic Events: A Field Test of Resilience Capacity at the Southern Range Edge. PLOS ONE, 9(1), e87842. https://doi.org/10.1371/journal.pone.0087842",Plant Responses to Extreme Climatic Events: A Field Test of Resilience Capacity at the Southern Range Edge,10.1371/journal.pone.0087842,2014,Mixed forest,Mediterranean Basin,"Trees, Shrubs",Drought,Growth,Species,Juniperus communis,,,I,,,8,5,5,1,6,1,13
"Herrero, A., & Zamora, R. (2014). Plant Responses to Extreme Climatic Events: A Field Test of Resilience Capacity at the Southern Range Edge. PLOS ONE, 9(1), e87842. https://doi.org/10.1371/journal.pone.0087842",Plant Responses to Extreme Climatic Events: A Field Test of Resilience Capacity at the Southern Range Edge,10.1371/journal.pone.0087842,2014,Mixed forest,Mediterranean Basin,"Trees, Shrubs",Drought,Growth,Species,Juniperus oxycedrus,,,I,,,8,5,5,1,6,1,13
"Hope, A., Fouad, G., & Granovskaya, Y. (2014). Evaluating drought response of Southern Cape Indigenous Forests, South Africa, using MODIS data. International Journal of Remote Sensing, 35(13), 4852–4864. https://doi.org/10.1080/01431161.2014.930205","Evaluating drought response of Southern Cape Indigenous Forests, South Africa, using MODIS data",10.1080/01431161.2014.930205,2014,Afromontane forest,"Cape Floristic Region, South Africa",Trees,Drought,Growth,GrowthForm,Trees,,,"D, NL",,,5,7,5,4,3,0,12
"Hope, A., Fouad, G., & Granovskaya, Y. (2014). Evaluating drought response of Southern Cape Indigenous Forests, South Africa, using MODIS data. International Journal of Remote Sensing, 35(13), 4852–4864. https://doi.org/10.1080/01431161.2014.930205","Evaluating drought response of Southern Cape Indigenous Forests, South Africa, using MODIS data",10.1080/01431161.2014.930205,2014,Afromontane forest,"Cape Floristic Region, South Africa",Trees,Drought,Growth,Ecosystem,Community: quasitropical seasonal,,,"D, NL",,,5,7,5,4,3,0,12
"Hope, A., Fouad, G., & Granovskaya, Y. (2014). Evaluating drought response of Southern Cape Indigenous Forests, South Africa, using MODIS data. International Journal of Remote Sensing, 35(13), 4852–4864. https://doi.org/10.1080/01431161.2014.930205","Evaluating drought response of Southern Cape Indigenous Forests, South Africa, using MODIS data",10.1080/01431161.2014.930205,2014,Afromontane forest,"Cape Floristic Region, South Africa",Trees,Drought,Growth,Ecosystem,Community: quasitemperate,,,"D, NL",,,5,7,5,4,3,0,12
"Hope, A., Fouad, G., & Granovskaya, Y. (2014). Evaluating drought response of Southern Cape Indigenous Forests, South Africa, using MODIS data. International Journal of Remote Sensing, 35(13), 4852–4864. https://doi.org/10.1080/01431161.2014.930205","Evaluating drought response of Southern Cape Indigenous Forests, South Africa, using MODIS data",10.1080/01431161.2014.930205,2014,Afromontane forest,"Cape Floristic Region, South Africa",Trees,Drought,Growth,Ecosystem,Community: quasitropical less-seasonal,,,"D, NL",,,5,7,5,4,3,0,12
"Huang, Y., Jin, Y., Schwartz, M. W., & Thorne, J. H. (2020). Intensified burn severity in California’s northern coastal mountains by drier climatic condition. Environmental Research Letters, 15(10), 104033. https://doi.org/10.1088/1748-9326/aba6af",Intensified burn severity in California’s northern coastal mountains by drier climatic condition,10.1088/1748-9326/aba6af,2020,Californian lowland shrubland and hardwood woodland; higher altitude hardwood and conifer forests,"California, USA","Trees, Shrubs, Herbs/forbs","Drought, Fire",Condition,GrowthForm,Shrubs,D,,,,,7,9,3,5,7,1,16
"Huang, Y., Jin, Y., Schwartz, M. W., & Thorne, J. H. (2020). Intensified burn severity in California’s northern coastal mountains by drier climatic condition. Environmental Research Letters, 15(10), 104033. https://doi.org/10.1088/1748-9326/aba6af",Intensified burn severity in California’s northern coastal mountains by drier climatic condition,10.1088/1748-9326/aba6af,2020,Californian lowland shrubland and hardwood woodland; higher altitude hardwood and conifer forests,"California, USA","Trees, Shrubs, Herbs/forbs","Drought, Fire",Condition,GrowthForm,Trees,D,,,,,7,9,3,5,7,1,16
"Huang, Y., Jin, Y., Schwartz, M. W., & Thorne, J. H. (2020). Intensified burn severity in California’s northern coastal mountains by drier climatic condition. Environmental Research Letters, 15(10), 104033. https://doi.org/10.1088/1748-9326/aba6af",Intensified burn severity in California’s northern coastal mountains by drier climatic condition,10.1088/1748-9326/aba6af,2020,Californian lowland shrubland and hardwood woodland; higher altitude hardwood and conifer forests,"California, USA","Trees, Shrubs, Herbs/forbs","Drought, Fire",Condition,Ecosystem,VegType: shrubs,D,,,,,7,9,3,5,7,1,16
"Huang, Y., Jin, Y., Schwartz, M. W., & Thorne, J. H. (2020). Intensified burn severity in California’s northern coastal mountains by drier climatic condition. Environmental Research Letters, 15(10), 104033. https://doi.org/10.1088/1748-9326/aba6af",Intensified burn severity in California’s northern coastal mountains by drier climatic condition,10.1088/1748-9326/aba6af,2020,Californian lowland shrubland and hardwood woodland; higher altitude hardwood and conifer forests,"California, USA","Trees, Shrubs, Herbs/forbs","Drought, Fire",Condition,Ecosystem,VegType: woodland,D,,,,,7,9,3,5,7,1,16
"Huang, Y., Jin, Y., Schwartz, M. W., & Thorne, J. H. (2020). Intensified burn severity in California’s northern coastal mountains by drier climatic condition. Environmental Research Letters, 15(10), 104033. https://doi.org/10.1088/1748-9326/aba6af",Intensified burn severity in California’s northern coastal mountains by drier climatic condition,10.1088/1748-9326/aba6af,2020,Californian lowland shrubland and hardwood woodland; higher altitude hardwood and conifer forests,"California, USA","Trees, Shrubs, Herbs/forbs","Drought, Fire",Condition,Ecosystem,VegType: forest,D,,,,,7,9,3,5,7,1,16
"Iacopetti, G., Bussotti, F., Carrari, E., Martini, S., & Selvi, F. (2021). Understorey changes after an extreme drought event are modulated by overstorey tree species mixtures in thermophilous deciduous forests. Forest Ecology and Management, 484, 118931. https://doi.org/10.1016/j.foreco.2021.118931",Understorey changes after an extreme drought event are modulated by overstorey tree species mixtures in thermophilous deciduous forests,10.1016/j.foreco.2021.118931,2021,Thermophilous deciduous forest,Mediterranean Basin,"Trees, Shrubs",Drought,"Diversity, Growth",GrowthForm,Trees,,"I, NL",D,,,5,6,3,2,6,0,11
"Iacopetti, G., Bussotti, F., Carrari, E., Martini, S., & Selvi, F. (2021). Understorey changes after an extreme drought event are modulated by overstorey tree species mixtures in thermophilous deciduous forests. Forest Ecology and Management, 484, 118931. https://doi.org/10.1016/j.foreco.2021.118931",Understorey changes after an extreme drought event are modulated by overstorey tree species mixtures in thermophilous deciduous forests,10.1016/j.foreco.2021.118931,2021,Thermophilous deciduous forest,Mediterranean Basin,"Trees, Shrubs",Drought,"Diversity, Growth",Ecosystem,Community: monospecific forest,,"I, NL",NL,,,5,6,3,2,6,0,11
"Iacopetti, G., Bussotti, F., Carrari, E., Martini, S., & Selvi, F. (2021). Understorey changes after an extreme drought event are modulated by overstorey tree species mixtures in thermophilous deciduous forests. Forest Ecology and Management, 484, 118931. https://doi.org/10.1016/j.foreco.2021.118931",Understorey changes after an extreme drought event are modulated by overstorey tree species mixtures in thermophilous deciduous forests,10.1016/j.foreco.2021.118931,2021,Thermophilous deciduous forest,Mediterranean Basin,"Trees, Shrubs",Drought,"Diversity, Growth",Ecosystem,Community: mixed forest,,N,NL,,,5,6,3,2,6,0,11
"Kazakis, G., Ghosn, D., Remoundou, I., Nyktas, P., Talias, M. A., & Vogiatzakis, I. N. (2021). Altitudinal Vascular Plant Richness and Climate Change in the Alpine Zone of the Lefka Ori, Crete. Diversity, 13(1), Article 1. https://doi.org/10.3390/d13010023","Altitudinal Vascular Plant Richness and Climate Change in the Alpine Zone of the Lefka Ori, Crete",10.3390/d13010023,2021,Low/dwarf scrubland,Mediterranean Basin,Shrubs,Climatic variation,Diversity,Ecosystem,VegType: alpine summit vegetation,,"D, NL",,,,6,6,3,2,6,1,12
"Khoury, S., & Coomes, D. A. (2020). Resilience of Spanish forests to recent droughts and climate change. Global Change Biology, 26(12), 7079–7098. https://doi.org/10.1111/gcb.15268",Resilience of Spanish forests to recent droughts and climate change,10.1111/gcb.15268,2020,Mixed broadleaf and conifer forest,Mediterranean Basin,Trees,"Climatic variation, Drought",Growth,GrowthForm,Trees,,"I, NL",,,,8,8,5,4,6,1,16
"Khoury, S., & Coomes, D. A. (2020). Resilience of Spanish forests to recent droughts and climate change. Global Change Biology, 26(12), 7079–7098. https://doi.org/10.1111/gcb.15268",Resilience of Spanish forests to recent droughts and climate change,10.1111/gcb.15268,2020,Mixed broadleaf and conifer forest,Mediterranean Basin,Trees,"Climatic variation, Drought",Growth,Ecosystem,VegType: forest,,"I, NL",,,,8,8,5,4,6,1,16
"Lamprecht, A., Pauli, H., Fernández Calzado, M. R., Lorite, J., Molero Mesa, J., Steinbauer, K., & Winkler, M. (2021). Changes in plant diversity in a water-limited and isolated high-mountain range (Sierra Nevada, Spain). Alpine Botany, 131(1), 27–39. https://doi.org/10.1007/s00035-021-00246-x","Changes in plant diversity in a water-limited and isolated high-mountain range (Sierra Nevada, Spain)",10.1007/s00035-021-00246-x,2021,Alpine summit vegetation,Mediterranean Basin,"Shrubs, Graminoids, Herbs/forbs",Climatic variation,"Diversity, Growth",Ecosystem,VegType: alpine summit vegetation,,"I, NL","I, NL",,,7,7,4,3,6,1,14
"Lázaro-Nogal, A., Forner, A., Traveset, A., & Valladares, F. (2013). Contrasting water strategies of two Mediterranean shrubs of limited distribution: Uncertain future under a drier climate. Tree Physiology, 33(12), 1284–1295. https://doi.org/10.1093/treephys/tpt103",Contrasting water strategies of two Mediterranean shrubs of limited distribution: uncertain future under a drier climate,10.1093/treephys/tpt103,2013,"Holm oak forest, coastal maquis",Mediterranean Basin,Shrubs,"Climatic variation, Drought","Growth, Phenology, Physiology",GrowthForm,Shrubs,,,D,D,"D, I",9,6,6,2,6,1,15
"Lázaro-Nogal, A., Forner, A., Traveset, A., & Valladares, F. (2013). Contrasting water strategies of two Mediterranean shrubs of limited distribution: Uncertain future under a drier climate. Tree Physiology, 33(12), 1284–1295. https://doi.org/10.1093/treephys/tpt103",Contrasting water strategies of two Mediterranean shrubs of limited distribution: uncertain future under a drier climate,10.1093/treephys/tpt103,2013,"Holm oak forest, coastal maquis",Mediterranean Basin,Shrubs,"Climatic variation, Drought","Growth, Phenology, Physiology",Ecosystem,VegType: shrubs,,,D,D,"D, I",9,6,6,2,6,1,15
"Lázaro-Nogal, A., Forner, A., Traveset, A., & Valladares, F. (2013). Contrasting water strategies of two Mediterranean shrubs of limited distribution: Uncertain future under a drier climate. Tree Physiology, 33(12), 1284–1295. https://doi.org/10.1093/treephys/tpt103",Contrasting water strategies of two Mediterranean shrubs of limited distribution: uncertain future under a drier climate,10.1093/treephys/tpt103,2013,"Holm oak forest, coastal maquis",Mediterranean Basin,Shrubs,"Climatic variation, Drought","Growth, Phenology, Physiology",Species,Cneorum tricoccon,,,D,D,"D, I",9,6,6,2,6,1,15
"Lázaro-Nogal, A., Forner, A., Traveset, A., & Valladares, F. (2013). Contrasting water strategies of two Mediterranean shrubs of limited distribution: Uncertain future under a drier climate. Tree Physiology, 33(12), 1284–1295. https://doi.org/10.1093/treephys/tpt103",Contrasting water strategies of two Mediterranean shrubs of limited distribution: uncertain future under a drier climate,10.1093/treephys/tpt103,2013,"Holm oak forest, coastal maquis",Mediterranean Basin,Shrubs,"Climatic variation, Drought","Growth, Phenology, Physiology",Species,Rhamnus ludovici-salvatoris,,,D,D,"D, I",9,6,6,2,6,1,15
"Lempereur, M., Limousin, J.-M., Guibal, F., Ourcival, J.-M., Rambal, S., Ruffault, J., & Mouillot, F. (2017). Recent climate hiatus revealed dual control by temperature and drought on the stem growth of Mediterranean Quercus ilex. Global Change Biology, 23(1), 42–55. https://doi.org/10.1111/gcb.13495",Recent climate hiatus revealed dual control by temperature and drought on the stem growth of Mediterranean Quercus ilex,10.1111/gcb.13495,2017,Mediterranean oak forest,Mediterranean Basin,Trees,"Climatic variation, Drought","Growth, Phenology",GrowthForm,Trees,,,NL,D,,6,7,3,4,5,1,13
"Lempereur, M., Limousin, J.-M., Guibal, F., Ourcival, J.-M., Rambal, S., Ruffault, J., & Mouillot, F. (2017). Recent climate hiatus revealed dual control by temperature and drought on the stem growth of Mediterranean Quercus ilex. Global Change Biology, 23(1), 42–55. https://doi.org/10.1111/gcb.13495",Recent climate hiatus revealed dual control by temperature and drought on the stem growth of Mediterranean Quercus ilex,10.1111/gcb.13495,2017,Mediterranean oak forest,Mediterranean Basin,Trees,"Climatic variation, Drought","Growth, Phenology",Ecosystem,VegType: forest,,,NL,D,,6,7,3,4,5,1,13
"Lempereur, M., Limousin, J.-M., Guibal, F., Ourcival, J.-M., Rambal, S., Ruffault, J., & Mouillot, F. (2017). Recent climate hiatus revealed dual control by temperature and drought on the stem growth of Mediterranean Quercus ilex. Global Change Biology, 23(1), 42–55. https://doi.org/10.1111/gcb.13495",Recent climate hiatus revealed dual control by temperature and drought on the stem growth of Mediterranean Quercus ilex,10.1111/gcb.13495,2017,Mediterranean oak forest,Mediterranean Basin,Trees,"Climatic variation, Drought","Growth, Phenology",Species,Quercus ilex,,,NL,D,,6,7,3,4,5,1,13
"Lenoir, J., Gégout, J.-C., Pierrat, J.-C., Bontemps, J.-D., & Dhôte, J.-F. (2009). Differences between tree species seedling and adult altitudinal distribution in mountain forests during the recent warm period (1986–2006). Ecography, 32(5), 765–777. https://doi.org/10.1111/j.1600-0587.2009.05791.x",Differences between tree species seedling and adult altitudinal distribution in mountain forests during the recent warm period (1986–2006),10.1111/j.1600-0587.2009.05791.x,2009,French mountain forests,Mediterranean Basin,Trees,Climatic variation,Diversity,GrowthForm,Trees,,NL,,,,6,6,6,3,3,0,12
"Lenoir, J., Gégout, J.-C., Pierrat, J.-C., Bontemps, J.-D., & Dhôte, J.-F. (2009). Differences between tree species seedling and adult altitudinal distribution in mountain forests during the recent warm period (1986–2006). Ecography, 32(5), 765–777. https://doi.org/10.1111/j.1600-0587.2009.05791.x",Differences between tree species seedling and adult altitudinal distribution in mountain forests during the recent warm period (1986–2006),10.1111/j.1600-0587.2009.05791.x,2009,French mountain forests,Mediterranean Basin,Trees,Climatic variation,Diversity,Ecosystem,VegType: forest,,NL,,,,6,6,6,3,3,0,12
"Linares, J. C., & Tíscar, P. A. (2011). Buffered climate change effects in a Mediterranean pine species: Range limit implications from a tree-ring study. Oecologia, 167(3), 847–859. https://doi.org/10.1007/s00442-011-2012-2",Buffered climate change effects in a Mediterranean pine species: range limit implications from a tree-ring study,10.1007/s00442-011-2012-2,2011,Mixed pine forest,Mediterranean Basin,Trees,Climatic variation,Growth,GrowthForm,Trees,,,NL,,,9,10,6,6,6,1,19
"Linares, J. C., & Tíscar, P. A. (2011). Buffered climate change effects in a Mediterranean pine species: Range limit implications from a tree-ring study. Oecologia, 167(3), 847–859. https://doi.org/10.1007/s00442-011-2012-2",Buffered climate change effects in a Mediterranean pine species: range limit implications from a tree-ring study,10.1007/s00442-011-2012-2,2011,Mixed pine forest,Mediterranean Basin,Trees,Climatic variation,Growth,Ecosystem,VegType: forest,,,NL,,,9,10,6,6,6,1,19
"Lloret, F., & Granzow-de la Cerda, I. (2013). Plant competition and facilitation after extreme drought episodes in mediterranean shrubland: Does damage to vegetation cover trigger replacement by juniper woodland? Journal of Vegetation Science, 24(6), 1020–1032. https://doi.org/10.1111/jvs.12030",Plant competition and facilitation after extreme drought episodes in mediterranean shrubland: Does damage to vegetation cover trigger replacement by juniper woodland?,10.1111/jvs.12030,2013,Monte blanco shrubland,Mediterranean Basin,Trees,Drought,"Condition, Growth",GrowthForm,Shrubs,NL,,I,,,4,4,4,2,2,0,8
"Lloret, F., & Granzow-de la Cerda, I. (2013). Plant competition and facilitation after extreme drought episodes in mediterranean shrubland: Does damage to vegetation cover trigger replacement by juniper woodland? Journal of Vegetation Science, 24(6), 1020–1032. https://doi.org/10.1111/jvs.12030",Plant competition and facilitation after extreme drought episodes in mediterranean shrubland: Does damage to vegetation cover trigger replacement by juniper woodland?,10.1111/jvs.12030,2013,Monte blanco shrubland,Mediterranean Basin,Trees,Drought,"Condition, Growth",Ecosystem,VegType: juniper woodland,NL,,I,,,4,4,4,2,2,0,8
"Lloret, F., & Granzow-de la Cerda, I. (2013). Plant competition and facilitation after extreme drought episodes in mediterranean shrubland: Does damage to vegetation cover trigger replacement by juniper woodland? Journal of Vegetation Science, 24(6), 1020–1032. https://doi.org/10.1111/jvs.12030",Plant competition and facilitation after extreme drought episodes in mediterranean shrubland: Does damage to vegetation cover trigger replacement by juniper woodland?,10.1111/jvs.12030,2013,Monte blanco shrubland,Mediterranean Basin,Trees,Drought,"Condition, Growth",Species,Juniperus phoenicea,NL,,I,,,4,4,4,2,2,0,8
"Lloret, F., de la Riva, E. G., Pérez-Ramos, I. M., Marañón, T., Saura-Mas, S., Díaz-Delgado, R., & Villar, R. (2016). Climatic events inducing die-off in Mediterranean shrublands: Are species’ responses related to their functional traits? Oecologia, 180(4), 961–973. https://doi.org/10.1007/s00442-016-3550-4", Climatic events inducing die-off in Mediterranean shrublands: Are species’ responses related to their functional traits?,10.1007/s00442-016-3550-4,2016,Monte blanco shrubland,Mediterranean Basin,Shrubs,Drought,Growth,GrowthForm,Shrubs,,,D,,,6,4,6,1,3,0,10
"Lloret, F., de la Riva, E. G., Pérez-Ramos, I. M., Marañón, T., Saura-Mas, S., Díaz-Delgado, R., & Villar, R. (2016). Climatic events inducing die-off in Mediterranean shrublands: Are species’ responses related to their functional traits? Oecologia, 180(4), 961–973. https://doi.org/10.1007/s00442-016-3550-4", Climatic events inducing die-off in Mediterranean shrublands: Are species’ responses related to their functional traits?,10.1007/s00442-016-3550-4,2016,Monte blanco shrubland,Mediterranean Basin,Shrubs,Drought,Growth,Ecosystem,VegType: shrublands,,,D,,,6,4,6,1,3,0,10
"Lloret, F., Lobo, A., Estevan, H., Maisongrande, P., Vayreda, J., & Terradas, J. (2007). Woody Plant Richness and NDVI Response to Drought Events in Catalonian (northeastern Spain) Forests. Ecology, 88(9), 2270–2279. https://doi.org/10.1890/06-1195.1",Woody Plant Richness and NDVI Response to Drought Events in Catalonian (northeastern Spain) Forests,10.1890/06-1195.1,2007,Mixed forest,Mediterranean Basin,Woody species,Drought,Growth,GrowthForm,Shrubs,,,D,,,9,8,6,4,6,1,17
"Lloret, F., Lobo, A., Estevan, H., Maisongrande, P., Vayreda, J., & Terradas, J. (2007). Woody Plant Richness and NDVI Response to Drought Events in Catalonian (northeastern Spain) Forests. Ecology, 88(9), 2270–2279. https://doi.org/10.1890/06-1195.1",Woody Plant Richness and NDVI Response to Drought Events in Catalonian (northeastern Spain) Forests,10.1890/06-1195.1,2007,Mixed forest,Mediterranean Basin,Woody species,Drought,Growth,Ecosystem,VegType: shrublands,,,D,,,9,8,6,4,6,1,17
"Lloret, F., Sapes, G., Rosas, T., Galiano, L., Saura-Mas, S., Sala, A., & Martínez-Vilalta, J. (2018). Non-structural carbohydrate dynamics associated with drought-induced die-off in woody species of a shrubland community. Annals of Botany, 121(7), 1383–1396. https://doi.org/10.1093/aob/mcy039",Non-structural carbohydrate dynamics associated with drought-induced die-off in woody species of a shrubland community,10.1093/aob/mcy039,2018,Open continental–Mediterranean shrubland,Mediterranean Basin,"Trees, Shrubs",Drought,"Growth, Physiology",GrowthForm,Shrubs,,,D,,NL,5,4,5,1,3,0,9
"Lloret, F., Sapes, G., Rosas, T., Galiano, L., Saura-Mas, S., Sala, A., & Martínez-Vilalta, J. (2018). Non-structural carbohydrate dynamics associated with drought-induced die-off in woody species of a shrubland community. Annals of Botany, 121(7), 1383–1396. https://doi.org/10.1093/aob/mcy039",Non-structural carbohydrate dynamics associated with drought-induced die-off in woody species of a shrubland community,10.1093/aob/mcy039,2018,Open continental–Mediterranean shrubland,Mediterranean Basin,"Trees, Shrubs",Drought,"Growth, Physiology",Ecosystem,VegType: shrubland,,,D,,NL,5,4,5,1,3,0,9
"Lloret, F., Siscart, D., & Dalmases, C. (2004). Canopy recovery after drought dieback in holm-oak Mediterranean forests of Catalonia (NE Spain). Global Change Biology, 10(12), 2092–2099. https://doi.org/10.1111/j.1365-2486.2004.00870.x",Canopy recovery after drought dieback in holm-oak Mediterranean forests of Catalonia (NE Spain),10.1111/j.1365-2486.2004.00870.x,2004,Mediterranean forest,Mediterranean Basin,"Trees, Shrubs",Drought,"Condition, Growth",GrowthForm,Trees,"D, NL",,NL,,,3,4,3,2,2,0,7
"Lloret, F., Siscart, D., & Dalmases, C. (2004). Canopy recovery after drought dieback in holm-oak Mediterranean forests of Catalonia (NE Spain). Global Change Biology, 10(12), 2092–2099. https://doi.org/10.1111/j.1365-2486.2004.00870.x",Canopy recovery after drought dieback in holm-oak Mediterranean forests of Catalonia (NE Spain),10.1111/j.1365-2486.2004.00870.x,2004,Mediterranean forest,Mediterranean Basin,"Trees, Shrubs",Drought,"Condition, Growth",GrowthForm,Shrubs,"D, NL",,NL,,,3,4,3,2,2,0,7
"Lloret, F., Siscart, D., & Dalmases, C. (2004). Canopy recovery after drought dieback in holm-oak Mediterranean forests of Catalonia (NE Spain). Global Change Biology, 10(12), 2092–2099. https://doi.org/10.1111/j.1365-2486.2004.00870.x",Canopy recovery after drought dieback in holm-oak Mediterranean forests of Catalonia (NE Spain),10.1111/j.1365-2486.2004.00870.x,2004,Mediterranean forest,Mediterranean Basin,"Trees, Shrubs",Drought,"Condition, Growth",Ecosystem,VegType: forest,"D, NL",,NL,,,3,4,3,2,2,0,7
"Lloret, F., Siscart, D., & Dalmases, C. (2004). Canopy recovery after drought dieback in holm-oak Mediterranean forests of Catalonia (NE Spain). Global Change Biology, 10(12), 2092–2099. https://doi.org/10.1111/j.1365-2486.2004.00870.x",Canopy recovery after drought dieback in holm-oak Mediterranean forests of Catalonia (NE Spain),10.1111/j.1365-2486.2004.00870.x,2004,Mediterranean forest,Mediterranean Basin,"Trees, Shrubs",Drought,"Condition, Growth",Species,Quercus ilex,"D, NL",,NL,,,3,4,3,2,2,0,7
"Lloret, F., Siscart, D., & Dalmases, C. (2004). Canopy recovery after drought dieback in holm-oak Mediterranean forests of Catalonia (NE Spain). Global Change Biology, 10(12), 2092–2099. https://doi.org/10.1111/j.1365-2486.2004.00870.x",Canopy recovery after drought dieback in holm-oak Mediterranean forests of Catalonia (NE Spain),10.1111/j.1365-2486.2004.00870.x,2004,Mediterranean forest,Mediterranean Basin,"Trees, Shrubs",Drought,"Condition, Growth",Species,Erica arborea,"D, NL",,NL,,,3,4,3,2,2,0,7
"Mahdizadeh, M., & Russell, W. (2021). Initial Floristic Response to High Severity Wildfire in an Old-Growth Coast Redwood (Sequoia sempervirens (D. Don) Endl.) Forest. Forests, 12(8), Article 8. https://doi.org/10.3390/f12081135",Initial Floristic Response to High Severity Wildfire in an Old-Growth Coast Redwood (Sequoia sempervirens (D. Don) Endl.) Forest,10.3390/f12081135,2021,Old-Growth Coast Redwood forest,"California, USA","Trees, Shrubs, Herbs/forbs",Fire,Growth,GrowthForm,Trees,,,I,,,3,3,3,1,2,0,6
"Mahdizadeh, M., & Russell, W. (2021). Initial Floristic Response to High Severity Wildfire in an Old-Growth Coast Redwood (Sequoia sempervirens (D. Don) Endl.) Forest. Forests, 12(8), Article 8. https://doi.org/10.3390/f12081135",Initial Floristic Response to High Severity Wildfire in an Old-Growth Coast Redwood (Sequoia sempervirens (D. Don) Endl.) Forest,10.3390/f12081135,2021,Old-Growth Coast Redwood forest,"California, USA","Trees, Shrubs, Herbs/forbs",Fire,Growth,Species,Sequoia sempervirens,,,I,,,3,3,3,1,2,0,6
"Mahdizadeh, M., & Russell, W. (2021). Initial Floristic Response to High Severity Wildfire in an Old-Growth Coast Redwood (Sequoia sempervirens (D. Don) Endl.) Forest. Forests, 12(8), Article 8. https://doi.org/10.3390/f12081135",Initial Floristic Response to High Severity Wildfire in an Old-Growth Coast Redwood (Sequoia sempervirens (D. Don) Endl.) Forest,10.3390/f12081135,2021,Old-Growth Coast Redwood forest,"California, USA","Trees, Shrubs, Herbs/forbs",Fire,Growth,Species,Pseudotsuga menziesii,,,"I, D",,,3,3,3,1,2,0,6
"Mahdizadeh, M., & Russell, W. (2021). Initial Floristic Response to High Severity Wildfire in an Old-Growth Coast Redwood (Sequoia sempervirens (D. Don) Endl.) Forest. Forests, 12(8), Article 8. https://doi.org/10.3390/f12081135",Initial Floristic Response to High Severity Wildfire in an Old-Growth Coast Redwood (Sequoia sempervirens (D. Don) Endl.) Forest,10.3390/f12081135,2021,Old-Growth Coast Redwood forest,"California, USA","Trees, Shrubs, Herbs/forbs",Fire,Growth,Species,Notholithocarpus densiflorus,,,I,,,3,3,3,1,2,0,6
"Mahdizadeh, M., & Russell, W. (2021). Initial Floristic Response to High Severity Wildfire in an Old-Growth Coast Redwood (Sequoia sempervirens (D. Don) Endl.) Forest. Forests, 12(8), Article 8. https://doi.org/10.3390/f12081135",Initial Floristic Response to High Severity Wildfire in an Old-Growth Coast Redwood (Sequoia sempervirens (D. Don) Endl.) Forest,10.3390/f12081135,2021,Old-Growth Coast Redwood forest,"California, USA","Trees, Shrubs, Herbs/forbs",Fire,Growth,Species,Quercus agrifolia,,,I,,,3,3,3,1,2,0,6
